,FEvals,Fitness,Iteration,Mutation Rate,Population Size,State,Time,max_iters
0,150,69.0,0,0.4,150,"[47, 4, 25, 54, 3, 19, 23, 39, 28, 57, 14, 23, 8, 25, 46, 42, 26, 8, 39, 38, 4, 48, 63, 7, 44, 0, 11, 55, 58, 6, 19, 60, 44, 63, 5, 56, 24, 55, 53, 48, 59, 61, 0, 34, 56, 9, 14, 38, 4, 46, 9, 23, 35, 3, 8, 19, 48, 1, 0, 16, 54, 31, 29, 44]",0.23805252699821722,2048
1,302,48.0,1,0.4,150,"[60, 14, 44, 4, 29, 47, 41, 18, 0, 16, 39, 50, 29, 1, 29, 56, 5, 6, 14, 63, 34, 57, 33, 46, 50, 18, 11, 1, 54, 16, 60, 59, 15, 62, 8, 27, 45, 56, 8, 59, 62, 50, 48, 23, 20, 63, 0, 55, 61, 30, 25, 16, 60, 52, 3, 59, 24, 51, 4, 54, 28, 24, 40, 14]",0.4852924630031339,2048
2,454,46.0,2,0.4,150,"[32, 19, 8, 20, 61, 62, 28, 62, 22, 6, 26, 30, 40, 23, 60, 20, 4, 1, 1, 2, 40, 10, 58, 10, 9, 30, 40, 15, 53, 14, 29, 12, 45, 8, 46, 4, 49, 3, 57, 31, 25, 50, 42, 45, 49, 41, 3, 15, 57, 18, 18, 59, 46, 48, 0, 17, 37, 12, 38, 22, 63, 21, 13, 61]",0.749552578003204,2048
3,757,44.0,4,0.4,150,"[61, 55, 44, 4, 12, 57, 41, 1, 21, 49, 17, 7, 23, 26, 41, 56, 5, 3, 24, 14, 53, 49, 33, 11, 43, 18, 60, 47, 19, 43, 60, 6, 13, 62, 7, 9, 45, 24, 8, 11, 50, 14, 57, 42, 20, 1, 10, 55, 51, 3, 35, 16, 13, 9, 3, 17, 38, 34, 20, 54, 28, 24, 27, 43]",1.2435237110039452,2048
4,1362,39.0,8,0.4,150,"[57, 6, 4, 29, 5, 2, 45, 60, 0, 51, 53, 52, 50, 35, 40, 20, 61, 5, 58, 34, 7, 32, 52, 17, 25, 14, 55, 32, 63, 39, 63, 61, 46, 51, 31, 28, 7, 49, 28, 4, 4, 47, 37, 39, 61, 41, 18, 38, 4, 24, 53, 21, 52, 43, 48, 28, 12, 19, 16, 62, 10, 8, 25, 44]",2.2212227990021347,2048
5,2570,39.0,16,0.4,150,"[57, 6, 4, 29, 5, 2, 45, 60, 0, 51, 53, 52, 50, 35, 40, 20, 61, 5, 58, 34, 7, 32, 52, 17, 25, 14, 55, 32, 63, 39, 63, 61, 46, 51, 31, 28, 7, 49, 28, 4, 4, 47, 37, 39, 61, 41, 18, 38, 4, 24, 53, 21, 52, 43, 48, 28, 12, 19, 16, 62, 10, 8, 25, 44]",4.189587018001475,2048
6,4993,30.0,32,0.4,150,"[57, 21, 4, 20, 8, 47, 45, 56, 0, 51, 26, 52, 50, 46, 20, 12, 4, 1, 43, 2, 13, 53, 58, 17, 25, 14, 55, 32, 63, 39, 0, 61, 55, 51, 9, 4, 7, 49, 30, 38, 4, 47, 37, 23, 49, 54, 18, 38, 35, 31, 53, 2, 60, 43, 3, 34, 13, 40, 16, 62, 5, 15, 13, 44]",8.05659204100084,2048
7,9835,16.0,64,0.4,150,"[57, 51, 56, 20, 8, 2, 45, 56, 27, 6, 26, 59, 50, 33, 40, 22, 4, 1, 43, 34, 18, 54, 58, 17, 25, 14, 55, 32, 63, 39, 0, 61, 46, 11, 9, 4, 7, 30, 28, 31, 4, 47, 37, 23, 12, 41, 18, 38, 35, 24, 53, 3, 60, 52, 48, 34, 13, 40, 16, 36, 5, 15, 25, 44]",16.10058828000183,2048
8,19508,7.0,128,0.4,150,"[57, 21, 56, 20, 8, 26, 45, 60, 27, 6, 26, 59, 50, 15, 40, 22, 29, 1, 43, 2, 57, 54, 58, 17, 25, 14, 55, 32, 63, 39, 0, 61, 46, 51, 9, 28, 24, 49, 62, 31, 4, 47, 37, 23, 12, 41, 18, 38, 35, 3, 53, 2, 42, 52, 48, 34, 13, 19, 16, 36, 5, 26, 11, 44]",33.259147012999165,2048
9,38839,4.0,256,0.4,150,"[57, 21, 56, 20, 8, 27, 45, 60, 42, 6, 26, 30, 50, 15, 40, 22, 29, 1, 43, 2, 52, 54, 58, 17, 25, 14, 55, 32, 10, 39, 0, 61, 46, 51, 9, 28, 24, 49, 62, 31, 4, 47, 37, 23, 12, 41, 18, 38, 35, 3, 53, 2, 42, 52, 63, 34, 13, 19, 16, 36, 5, 59, 11, 44]",64.85500448800303,2048
10,77496,3.0,512,0.4,150,"[48, 21, 56, 20, 8, 27, 45, 60, 42, 6, 26, 30, 50, 15, 40, 22, 29, 1, 43, 2, 57, 54, 58, 17, 25, 14, 55, 32, 10, 39, 0, 61, 46, 51, 9, 28, 24, 49, 62, 31, 4, 47, 37, 23, 12, 41, 18, 38, 35, 3, 53, 62, 42, 52, 63, 34, 13, 19, 16, 36, 5, 59, 11, 44]",131.23334798400174,2048
11,133066,1.0,1024,0.4,150,"[48, 21, 56, 20, 8, 27, 45, 35, 49, 6, 26, 30, 50, 15, 40, 22, 29, 1, 43, 2, 57, 54, 58, 17, 25, 14, 55, 32, 10, 39, 0, 61, 46, 51, 9, 28, 24, 60, 62, 31, 4, 47, 37, 23, 12, 41, 18, 38, 7, 3, 53, 2, 42, 52, 63, 34, 13, 19, 16, 36, 5, 59, 11, 44]",225.75878880100208,2048
12,133066,1.0,2048,0.4,150,"[48, 21, 56, 20, 8, 27, 45, 35, 49, 6, 26, 30, 50, 15, 40, 22, 29, 1, 43, 2, 57, 54, 58, 17, 25, 14, 55, 32, 10, 39, 0, 61, 46, 51, 9, 28, 24, 60, 62, 31, 4, 47, 37, 23, 12, 41, 18, 38, 7, 3, 53, 2, 42, 52, 63, 34, 13, 19, 16, 36, 5, 59, 11, 44]",225.75878880100208,2048
