,FEvals,Fitness,Iteration,State,Temperature,Time,max_iters,schedule_current_value,schedule_decay,schedule_init_temp,schedule_min_temp,schedule_type
0,0,6.0,0,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",5,0.00011124699813080952,2048,4.999994409654656,0.99,5,0.001,geometric
1,2,6.0,1,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 1]",5,0.004690916000981815,2048,4.999764279150255,0.99,5,0.001,geometric
2,4,6.0,2,"[1, 0, 1, 0, 1, 1, 1, 0, 1, 1]",5,0.00924799700442236,2048,4.999535294217152,0.99,5,0.001,geometric
3,8,4.0,4,"[1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",5,0.013885384003515355,2048,4.9993022848217255,0.99,5,0.001,geometric
4,15,6.0,8,"[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",5,0.01870160800172016,2048,4.999060301107377,0.99,5,0.001,geometric
5,29,4.0,16,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 1]",5,0.02403357800358208,2048,4.998792418195379,0.99,5,0.001,geometric
6,60,4.0,32,"[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",5,0.030257033999077976,2048,4.998479764390379,0.99,5,0.001,geometric
7,121,4.0,64,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 0]",5,0.03850636700371979,2048,4.998065364773493,0.99,5,0.001,geometric
8,232,5.0,128,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",5,0.051336645999981556,2048,4.997420912728481,0.99,5,0.001,geometric
9,290,9.0,256,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",5,0.06223568999848794,2048,4.996873529956364,0.99,5,0.001,geometric
10,290,9.0,512,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",5,0.06223568999848794,2048,4.996873529956364,0.99,5,0.001,geometric
11,290,9.0,1024,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",5,0.06223568999848794,2048,4.996873529956364,0.99,5,0.001,geometric
12,290,9.0,2048,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",5,0.06223568999848794,2048,4.996873529956364,0.99,5,0.001,geometric
