,FEvals,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,150.0,6.0,0,0.4,150,0.033749310998246074,2048
1,302.0,3.0,1,0.4,150,0.07701573200029088,2048
2,453.0,3.0,2,0.4,150,0.1208351289969869,2048
3,604.0,3.0,3,0.4,150,0.16442467299930286,2048
4,755.0,3.0,4,0.4,150,0.203367445996264,2048
5,906.0,3.0,5,0.4,150,0.24729494199709734,2048
6,1057.0,3.0,6,0.4,150,0.28683886300132144,2048
7,1208.0,3.0,7,0.4,150,0.32627756700094324,2048
8,1360.0,2.0,8,0.4,150,0.36577389600279275,2048
9,1511.0,2.0,9,0.4,150,0.41032333100156393,2048
10,1662.0,2.0,10,0.4,150,0.44982863400218775,2048
11,1813.0,2.0,11,0.4,150,0.4895103029994061,2048
12,1964.0,2.0,12,0.4,150,0.529001866998442,2048
13,2115.0,2.0,13,0.4,150,0.5691177010012325,2048
14,2266.0,2.0,14,0.4,150,0.6087471599967103,2048
15,2418.0,1.0,15,0.4,150,0.6493503439996857,2048
16,2569.0,1.0,16,0.4,150,0.6893498830031604,2048
17,2720.0,1.0,17,0.4,150,0.7339390159977484,2048
18,2872.0,0.0,18,0.4,150,0.7736772029966232,2048
