,FEvals,Fitness,Iteration,Mutation Rate,Population Size,State,Time,max_iters
0,150,6.0,0,0.4,150,"[7, 4, 1, 6, 3, 3, 7, 7]",0.033749310998246074,2048
1,302,3.0,1,0.4,150,"[7, 3, 1, 5, 7, 0, 4, 2]",0.07701573200029088,2048
2,453,3.0,2,0.4,150,"[7, 3, 1, 5, 7, 0, 4, 2]",0.1208351289969869,2048
3,755,3.0,4,0.4,150,"[7, 3, 1, 5, 7, 0, 4, 2]",0.203367445996264,2048
4,1360,2.0,8,0.4,150,"[7, 0, 4, 6, 1, 3, 6, 2]",0.36577389600279275,2048
5,2569,1.0,16,0.4,150,"[7, 2, 4, 6, 0, 3, 5, 7]",0.6893498830031604,2048
6,2872,0.0,32,0.4,150,"[0, 6, 4, 7, 1, 3, 5, 2]",0.7736772029966232,2048
7,2872,0.0,64,0.4,150,"[0, 6, 4, 7, 1, 3, 5, 2]",0.7736772029966232,2048
8,2872,0.0,128,0.4,150,"[0, 6, 4, 7, 1, 3, 5, 2]",0.7736772029966232,2048
9,2872,0.0,256,0.4,150,"[0, 6, 4, 7, 1, 3, 5, 2]",0.7736772029966232,2048
10,2872,0.0,512,0.4,150,"[0, 6, 4, 7, 1, 3, 5, 2]",0.7736772029966232,2048
11,2872,0.0,1024,0.4,150,"[0, 6, 4, 7, 1, 3, 5, 2]",0.7736772029966232,2048
12,2872,0.0,2048,0.4,150,"[0, 6, 4, 7, 1, 3, 5, 2]",0.7736772029966232,2048
