,FEvals,Fitness,Iteration,Temperature,Time,max_iters
0,0.0,13.0,0,5,0.0002107640029862523,2048
1,2.0,13.0,1,5,0.005389416000980418,2048
2,4.0,13.0,2,5,0.010076983999169897,2048
3,5.0,13.0,3,5,0.014684369001770392,2048
4,7.0,13.0,4,5,0.014845596000668593,2048
5,9.0,11.0,5,5,0.01958504199865274,2048
6,11.0,13.0,6,5,0.019745001998671796,2048
7,12.0,13.0,7,5,0.019839104999846313,2048
8,14.0,11.0,8,5,0.01999827500549145,2048
9,16.0,11.0,9,5,0.024810429000353906,2048
10,18.0,9.0,10,5,0.024968329002149403,2048
11,20.0,8.0,11,5,0.025117227000009734,2048
12,22.0,7.0,12,5,0.025274690000514966,2048
13,24.0,9.0,13,5,0.025419164005143102,2048
14,26.0,11.0,14,5,0.02557260700268671,2048
15,28.0,11.0,15,5,0.02572163900185842,2048
16,30.0,12.0,16,5,0.025866825999401044,2048
17,32.0,10.0,17,5,0.03071442300279159,2048
18,34.0,9.0,18,5,0.030879172998538706,2048
19,36.0,11.0,19,5,0.031031550002808217,2048
20,38.0,11.0,20,5,0.03119408000202384,2048
21,40.0,11.0,21,5,0.0313473089991021,2048
22,42.0,11.0,22,5,0.03151212700322503,2048
23,43.0,11.0,23,5,0.03161112000088906,2048
24,44.0,11.0,24,5,0.03170593200047733,2048
25,46.0,9.0,25,5,0.031857116002356634,2048
26,48.0,9.0,26,5,0.032009230002586264,2048
27,50.0,11.0,27,5,0.03217605600366369,2048
28,52.0,11.0,28,5,0.03232823299913434,2048
29,53.0,11.0,29,5,0.03242427299846895,2048
30,55.0,11.0,30,5,0.03258209400519263,2048
31,56.0,11.0,31,5,0.03267854000296211,2048
32,58.0,11.0,32,5,0.03283197899872903,2048
33,60.0,9.0,33,5,0.03784427999926265,2048
34,62.0,9.0,34,5,0.038012536002497654,2048
35,64.0,11.0,35,5,0.038168309001775924,2048
36,66.0,11.0,36,5,0.038337951998983044,2048
37,68.0,11.0,37,5,0.038504613999975845,2048
