,FEvals,Fitness,Iteration,State,Temperature,Time,max_iters,schedule_current_value,schedule_decay,schedule_init_temp,schedule_min_temp,schedule_type
0,0,16.0,0,"[15, 4, 9, 6, 3, 3, 7, 7, 12, 9, 14, 7, 8, 9, 14, 10]",5,0.001237848999153357,2048,4.999937796396045,0.99,5,0.001,geometric
1,2,18.0,1,"[15, 4, 9, 6, 3, 3, 7, 7, 12, 9, 8, 7, 8, 9, 14, 10]",5,0.007506781999836676,2048,4.999622785828382,0.99,5,0.001,geometric
2,3,18.0,2,"[15, 4, 9, 6, 3, 3, 7, 7, 12, 9, 8, 7, 8, 9, 14, 10]",5,0.01296696299687028,2048,4.99934843079234,0.99,5,0.001,geometric
3,7,11.0,4,"[15, 4, 9, 6, 3, 3, 7, 7, 12, 9, 8, 8, 0, 9, 14, 10]",5,0.020027098995342385,2048,4.998993705920994,0.99,5,0.001,geometric
4,14,8.0,8,"[15, 4, 9, 13, 3, 3, 7, 5, 12, 9, 6, 8, 0, 9, 14, 10]",5,0.02893635499640368,2048,4.99854611098986,0.99,5,0.001,geometric
5,28,13.0,16,"[6, 4, 8, 0, 3, 3, 7, 3, 12, 15, 6, 8, 0, 9, 14, 10]",5,0.04181695499573834,2048,4.997899069304273,0.99,5,0.001,geometric
6,57,11.0,32,"[5, 2, 8, 15, 3, 3, 7, 3, 12, 6, 6, 4, 0, 9, 12, 10]",5,0.06331822799984366,2048,4.996819164915257,0.99,5,0.001,geometric
7,113,10.0,64,"[5, 7, 11, 15, 12, 15, 9, 1, 13, 6, 1, 13, 11, 9, 6, 10]",5,0.10117619299853686,2048,4.994918310507773,0.99,5,0.001,geometric
8,222,9.0,128,"[1, 1, 8, 4, 1, 9, 9, 2, 4, 7, 10, 14, 7, 0, 3, 6]",5,0.17030453999905149,2048,4.991449230790216,0.99,5,0.001,geometric
9,405,5.0,256,"[13, 5, 8, 2, 11, 14, 11, 15, 6, 4, 6, 0, 12, 10, 7, 0]",5,0.27334182799677365,2048,4.9862829643196225,0.99,5,0.001,geometric
10,693,3.0,512,"[1, 13, 7, 2, 11, 14, 4, 0, 0, 9, 6, 6, 15, 10, 3, 5]",5,0.44800066799507476,2048,4.977537820691605,0.99,5,0.001,geometric
11,1220,1.0,1024,"[1, 13, 7, 2, 9, 14, 4, 0, 10, 3, 6, 15, 12, 8, 11, 5]",5,0.8475164830015274,2048,4.95759174298921,0.99,5,0.001,geometric
12,1404,0.0,2048,"[1, 7, 13, 2, 9, 14, 4, 0, 10, 3, 6, 15, 12, 8, 11, 5]",5,1.0290415039999061,2048,4.948555420328946,0.99,5,0.001,geometric
