,FEvals,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,150.0,40.0,0,0.4,150,0.11934193200431764,2048
1,302.0,22.0,1,0.4,150,0.24964134800393367,2048
2,454.0,20.0,2,0.4,150,0.37979557500511874,2048
3,605.0,20.0,3,0.4,150,0.5095045490015764,2048
4,756.0,20.0,4,0.4,150,0.6552259420059272,2048
5,907.0,20.0,5,0.4,150,0.7883173380032531,2048
6,1058.0,20.0,6,0.4,150,0.9161501050039078,2048
7,1209.0,20.0,7,0.4,150,1.0432619100029115,2048
8,1361.0,19.0,8,0.4,150,1.1884529990056762,2048
9,1512.0,19.0,9,0.4,150,1.355293458000233,2048
10,1664.0,17.0,10,0.4,150,1.5194254779999028,2048
11,1815.0,17.0,11,0.4,150,1.6798153570052818,2048
12,1966.0,17.0,12,0.4,150,1.8063142440005322,2048
13,2117.0,17.0,13,0.4,150,1.9322427020015311,2048
14,2269.0,16.0,14,0.4,150,2.0590516140000545,2048
15,2420.0,16.0,15,0.4,150,2.18516885900317,2048
16,2571.0,16.0,16,0.4,150,2.311313054000493,2048
17,2722.0,16.0,17,0.4,150,2.442433901000186,2048
18,2873.0,16.0,18,0.4,150,2.5681168980008806,2048
19,3024.0,16.0,19,0.4,150,2.6940391120006097,2048
20,3175.0,16.0,20,0.4,150,2.8197060040038195,2048
21,3327.0,15.0,21,0.4,150,2.9463567370039527,2048
22,3478.0,15.0,22,0.4,150,3.071559606003575,2048
23,3629.0,15.0,23,0.4,150,3.1972178280047956,2048
24,3780.0,15.0,24,0.4,150,3.3223250020018895,2048
25,3931.0,15.0,25,0.4,150,3.4482590290062944,2048
26,4083.0,13.0,26,0.4,150,3.5747480429999996,2048
27,4234.0,13.0,27,0.4,150,3.7008433540031547,2048
28,4385.0,13.0,28,0.4,150,3.826711638001143,2048
29,4537.0,12.0,29,0.4,150,3.9533776990065235,2048
30,4688.0,12.0,30,0.4,150,4.078946686000563,2048
31,4839.0,12.0,31,0.4,150,4.204747152005439,2048
32,4991.0,11.0,32,0.4,150,4.341719623000245,2048
33,5142.0,11.0,33,0.4,150,4.510772557005112,2048
34,5294.0,10.0,34,0.4,150,4.646649144000548,2048
35,5445.0,10.0,35,0.4,150,4.7729315950055025,2048
36,5596.0,10.0,36,0.4,150,4.898597784005688,2048
37,5747.0,10.0,37,0.4,150,5.042983258004824,2048
38,5898.0,10.0,38,0.4,150,5.206118252004671,2048
39,6049.0,10.0,39,0.4,150,5.369699400005629,2048
40,6200.0,10.0,40,0.4,150,5.524904676000006,2048
41,6352.0,9.0,41,0.4,150,5.653483284004324,2048
42,6503.0,9.0,42,0.4,150,5.779359216001467,2048
43,6654.0,9.0,43,0.4,150,5.905707707002875,2048
44,6805.0,9.0,44,0.4,150,6.031222928002535,2048
45,6956.0,9.0,45,0.4,150,6.167836980006541,2048
46,7107.0,9.0,46,0.4,150,6.324546185001964,2048
47,7258.0,9.0,47,0.4,150,6.469149155003834,2048
48,7410.0,7.0,48,0.4,150,6.595993774004455,2048
49,7561.0,7.0,49,0.4,150,6.721694238003693,2048
50,7712.0,7.0,50,0.4,150,6.8475456119995215,2048
51,7863.0,7.0,51,0.4,150,6.972675352000806,2048
52,8014.0,7.0,52,0.4,150,7.098528680005984,2048
53,8165.0,7.0,53,0.4,150,7.224078253006155,2048
54,8317.0,6.0,54,0.4,150,7.349924316004035,2048
55,8468.0,6.0,55,0.4,150,7.474986913002795,2048
56,8619.0,6.0,56,0.4,150,7.6167625689995475,2048
57,8770.0,6.0,57,0.4,150,7.742511240001477,2048
58,8921.0,6.0,58,0.4,150,7.868499129006523,2048
59,9072.0,6.0,59,0.4,150,7.9947309130002395,2048
60,9223.0,6.0,60,0.4,150,8.120478786004242,2048
61,9375.0,5.0,61,0.4,150,8.246732361003524,2048
62,9526.0,5.0,62,0.4,150,8.372687275004864,2048
63,9677.0,5.0,63,0.4,150,8.49843664400396,2048
64,9828.0,5.0,64,0.4,150,8.62409269100317,2048
65,9979.0,5.0,65,0.4,150,8.75643848600157,2048
66,10130.0,5.0,66,0.4,150,8.882467114002793,2048
67,10281.0,5.0,67,0.4,150,9.008296595005959,2048
68,10433.0,4.0,68,0.4,150,9.135141873004613,2048
69,10584.0,4.0,69,0.4,150,9.260967983005685,2048
70,10735.0,4.0,70,0.4,150,9.386881247999554,2048
71,10886.0,4.0,71,0.4,150,9.51293656600319,2048
72,11037.0,4.0,72,0.4,150,9.638471906000632,2048
73,11188.0,4.0,73,0.4,150,9.764185864005412,2048
74,11339.0,4.0,74,0.4,150,9.88994392400491,2048
75,11490.0,4.0,75,0.4,150,10.015433760003361,2048
76,11641.0,4.0,76,0.4,150,10.141228566004429,2048
77,11792.0,4.0,77,0.4,150,10.267582058004336,2048
78,11944.0,3.0,78,0.4,150,10.394695754002896,2048
79,12095.0,3.0,79,0.4,150,10.521749816005467,2048
80,12246.0,3.0,80,0.4,150,10.650184319005348,2048
81,12397.0,3.0,81,0.4,150,10.80430945000262,2048
82,12548.0,3.0,82,0.4,150,10.93018330400082,2048
83,12699.0,3.0,83,0.4,150,11.056252247006341,2048
84,12851.0,2.0,84,0.4,150,11.182723927006009,2048
85,13002.0,2.0,85,0.4,150,11.3080109260045,2048
86,13153.0,2.0,86,0.4,150,11.433469499999774,2048
87,13304.0,2.0,87,0.4,150,11.559742646000814,2048
88,13455.0,2.0,88,0.4,150,11.70298428300157,2048
89,13606.0,2.0,89,0.4,150,11.85671746099979,2048
90,13757.0,2.0,90,0.4,150,11.996826591006538,2048
91,13908.0,2.0,91,0.4,150,12.12255991800339,2048
92,14059.0,2.0,92,0.4,150,12.251894426000945,2048
93,14210.0,2.0,93,0.4,150,12.413670541005558,2048
94,14361.0,2.0,94,0.4,150,12.570544061003602,2048
95,14512.0,2.0,95,0.4,150,12.696964249000303,2048
96,14663.0,2.0,96,0.4,150,12.822597055004735,2048
97,14814.0,2.0,97,0.4,150,12.948509565001586,2048
98,14965.0,2.0,98,0.4,150,13.074212840001564,2048
99,15116.0,2.0,99,0.4,150,13.199605399000575,2048
100,15267.0,2.0,100,0.4,150,13.325106985001185,2048
101,15418.0,2.0,101,0.4,150,13.450563108999631,2048
102,15569.0,2.0,102,0.4,150,13.576895613005036,2048
103,15720.0,2.0,103,0.4,150,13.70388116400136,2048
104,15871.0,2.0,104,0.4,150,13.829902768004104,2048
105,16022.0,2.0,105,0.4,150,13.955348503004643,2048
106,16173.0,2.0,106,0.4,150,14.081027306005126,2048
107,16324.0,2.0,107,0.4,150,14.206330660003005,2048
108,16475.0,2.0,108,0.4,150,14.332047979005438,2048
109,16626.0,2.0,109,0.4,150,14.45764907800185,2048
110,16777.0,2.0,110,0.4,150,14.583023063001747,2048
111,16928.0,2.0,111,0.4,150,14.708703571006481,2048
112,17079.0,2.0,112,0.4,150,14.834386737005843,2048
113,17230.0,2.0,113,0.4,150,14.959701191000931,2048
114,17381.0,2.0,114,0.4,150,15.085215356004483,2048
115,17532.0,2.0,115,0.4,150,15.21068640500016,2048
116,17683.0,2.0,116,0.4,150,15.336192831004155,2048
117,17834.0,2.0,117,0.4,150,15.461740105005447,2048
118,17985.0,2.0,118,0.4,150,15.587799758002802,2048
119,18136.0,2.0,119,0.4,150,15.713605282006029,2048
120,18287.0,2.0,120,0.4,150,15.838938521003001,2048
121,18438.0,2.0,121,0.4,150,15.964210805999755,2048
122,18589.0,2.0,122,0.4,150,16.089393053000094,2048
123,18740.0,2.0,123,0.4,150,16.214557143001002,2048
124,18891.0,2.0,124,0.4,150,16.339858048006136,2048
125,19042.0,2.0,125,0.4,150,16.465171206000377,2048
126,19193.0,2.0,126,0.4,150,16.59084987800452,2048
127,19344.0,2.0,127,0.4,150,16.73932588000025,2048
128,19495.0,2.0,128,0.4,150,16.89142641100625,2048
129,19646.0,2.0,129,0.4,150,17.057974231000117,2048
130,19797.0,2.0,130,0.4,150,17.207756558003894,2048
131,19948.0,2.0,131,0.4,150,17.372754048999923,2048
132,20099.0,2.0,132,0.4,150,17.53648555000109,2048
133,20250.0,2.0,133,0.4,150,17.686763609999616,2048
134,20401.0,2.0,134,0.4,150,17.81345520100149,2048
135,20552.0,2.0,135,0.4,150,17.93911539400142,2048
136,20703.0,2.0,136,0.4,150,18.06440338399989,2048
137,20854.0,2.0,137,0.4,150,18.189864087005844,2048
138,21005.0,2.0,138,0.4,150,18.31493030400452,2048
139,21156.0,2.0,139,0.4,150,18.440078714003903,2048
140,21307.0,2.0,140,0.4,150,18.565162865001184,2048
141,21458.0,2.0,141,0.4,150,18.69290387300134,2048
142,21609.0,2.0,142,0.4,150,18.817953486002807,2048
143,21760.0,2.0,143,0.4,150,18.94325992800441,2048
144,21911.0,2.0,144,0.4,150,19.068286620000436,2048
145,22062.0,2.0,145,0.4,150,19.193695904003107,2048
146,22214.0,1.0,146,0.4,150,19.319386959999974,2048
147,22365.0,1.0,147,0.4,150,19.444685012000264,2048
148,22516.0,1.0,148,0.4,150,19.570220876004896,2048
149,22667.0,1.0,149,0.4,150,19.69892773400352,2048
150,22818.0,1.0,150,0.4,150,19.824003429006552,2048
151,22969.0,1.0,151,0.4,150,19.949187428006553,2048
152,23120.0,1.0,152,0.4,150,20.074309732000984,2048
153,23271.0,1.0,153,0.4,150,20.199371653005073,2048
154,23422.0,1.0,154,0.4,150,20.324890805000905,2048
155,23573.0,1.0,155,0.4,150,20.454820758001006,2048
156,23724.0,1.0,156,0.4,150,20.58112212100241,2048
157,23875.0,1.0,157,0.4,150,20.706926879000093,2048
158,24026.0,1.0,158,0.4,150,20.83252341500338,2048
159,24177.0,1.0,159,0.4,150,20.95736897500319,2048
160,24328.0,1.0,160,0.4,150,21.08276295300311,2048
161,24479.0,1.0,161,0.4,150,21.20834162000392,2048
162,24630.0,1.0,162,0.4,150,21.333672890003072,2048
163,24781.0,1.0,163,0.4,150,21.45912239300378,2048
164,24932.0,1.0,164,0.4,150,21.585997017005866,2048
165,25083.0,1.0,165,0.4,150,21.7123001880027,2048
166,25234.0,1.0,166,0.4,150,21.83795917500538,2048
167,25385.0,1.0,167,0.4,150,21.963630190999538,2048
168,25536.0,1.0,168,0.4,150,22.088864541001385,2048
169,25687.0,1.0,169,0.4,150,22.21482563700556,2048
170,25838.0,1.0,170,0.4,150,22.340183125001204,2048
171,25989.0,1.0,171,0.4,150,22.465894754001056,2048
172,26140.0,1.0,172,0.4,150,22.59166265100066,2048
173,26291.0,1.0,173,0.4,150,22.718143736005004,2048
174,26442.0,1.0,174,0.4,150,22.84344070100633,2048
175,26593.0,1.0,175,0.4,150,22.968747752005584,2048
176,26744.0,1.0,176,0.4,150,23.093896523001604,2048
177,26895.0,1.0,177,0.4,150,23.218660274003923,2048
178,27046.0,1.0,178,0.4,150,23.343771990003006,2048
179,27197.0,1.0,179,0.4,150,23.46903202800604,2048
180,27348.0,1.0,180,0.4,150,23.594544658000814,2048
181,27499.0,1.0,181,0.4,150,23.720208035003452,2048
182,27650.0,1.0,182,0.4,150,23.845614330006356,2048
183,27801.0,1.0,183,0.4,150,23.970397168006457,2048
184,27952.0,1.0,184,0.4,150,24.095558370005165,2048
185,28103.0,1.0,185,0.4,150,24.220822878000035,2048
186,28254.0,1.0,186,0.4,150,24.346269323999877,2048
187,28405.0,1.0,187,0.4,150,24.471496661004494,2048
188,28556.0,1.0,188,0.4,150,24.596312395005953,2048
189,28707.0,1.0,189,0.4,150,24.72149842500221,2048
190,28858.0,1.0,190,0.4,150,24.846833139999944,2048
191,29009.0,1.0,191,0.4,150,24.97252283400303,2048
192,29160.0,1.0,192,0.4,150,25.098350683001627,2048
193,29311.0,1.0,193,0.4,150,25.223781558001065,2048
194,29462.0,1.0,194,0.4,150,25.353336653999577,2048
195,29613.0,1.0,195,0.4,150,25.478622796006675,2048
196,29764.0,1.0,196,0.4,150,25.60631470100634,2048
197,29915.0,1.0,197,0.4,150,25.752448686005664,2048
198,30066.0,1.0,198,0.4,150,25.915805824006384,2048
199,30217.0,1.0,199,0.4,150,26.078757299001154,2048
200,30368.0,1.0,200,0.4,150,26.24086484700092,2048
201,30519.0,1.0,201,0.4,150,26.38255936900532,2048
202,30670.0,1.0,202,0.4,150,26.54519434300164,2048
203,30821.0,1.0,203,0.4,150,26.675825140002416,2048
204,30972.0,1.0,204,0.4,150,26.801833937999618,2048
205,31123.0,1.0,205,0.4,150,26.927834324000287,2048
206,31274.0,1.0,206,0.4,150,27.05363335700531,2048
207,31425.0,1.0,207,0.4,150,27.17959533600515,2048
208,31576.0,1.0,208,0.4,150,27.30553780500486,2048
209,31727.0,1.0,209,0.4,150,27.431209640002635,2048
210,31878.0,1.0,210,0.4,150,27.567099619001965,2048
211,32029.0,1.0,211,0.4,150,27.70508944500034,2048
212,32180.0,1.0,212,0.4,150,27.83153492600104,2048
213,32331.0,1.0,213,0.4,150,27.956774608006526,2048
214,32482.0,1.0,214,0.4,150,28.08222649900563,2048
215,32633.0,1.0,215,0.4,150,28.207799174000684,2048
216,32784.0,1.0,216,0.4,150,28.333702512005402,2048
217,32935.0,1.0,217,0.4,150,28.459513657006028,2048
218,33086.0,1.0,218,0.4,150,28.58554766100133,2048
219,33237.0,1.0,219,0.4,150,28.71121459099959,2048
220,33388.0,1.0,220,0.4,150,28.836604170006467,2048
