,FEvals,Fitness,Iteration,State,Temperature,Time,max_iters,schedule_current_value,schedule_decay,schedule_init_temp,schedule_min_temp,schedule_type
0,0,24.0,0,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",5,9.579199831932783e-05,2048,4.999995186293541,0.99,5,0.001,geometric
1,2,24.0,1,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",5,0.0049390569984097965,2048,4.99975181025185,0.99,5,0.001,geometric
2,3,24.0,2,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",5,0.00942092300101649,2048,4.999526605210626,0.99,5,0.001,geometric
3,6,24.0,4,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",5,0.014042702998267487,2048,4.999294380387471,0.99,5,0.001,geometric
4,13,24.0,8,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",5,0.018859515999793075,2048,4.999052367462928,0.99,5,0.001,geometric
5,27,26.0,16,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",5,0.023957565004820935,2048,4.9987962370551315,0.99,5,0.001,geometric
6,58,24.0,32,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0]",5,0.029800431002513506,2048,4.9985027025339654,0.99,5,0.001,geometric
7,119,28.0,64,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]",5,0.037320149000152014,2048,4.998124951510834,0.99,5,0.001,geometric
8,232,28.0,128,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",5,0.04880461499851663,2048,4.997548087524413,0.99,5,0.001,geometric
9,444,29.0,256,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]",5,0.07118871200509602,2048,4.996423927116665,0.99,5,0.001,geometric
10,702,37.0,512,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,0.1229533209989313,2048,4.993825205099513,0.99,5,0.001,geometric
11,702,37.0,1024,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,0.1229533209989313,2048,4.993825205099513,0.99,5,0.001,geometric
12,702,37.0,2048,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,0.1229533209989313,2048,4.993825205099513,0.99,5,0.001,geometric
