,FEvals,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
175,26577.0,18.0,175,0.4,150,1.607225872001436,2048
176,26728.0,18.0,176,0.4,150,1.6161196360044414,2048
177,26879.0,18.0,177,0.4,150,1.6250715470014256,2048
178,27030.0,18.0,178,0.4,150,1.6339186800032621,2048
179,27181.0,18.0,179,0.4,150,1.6428592260053847,2048
180,27332.0,18.0,180,0.4,150,1.6518174760058173,2048
181,27483.0,18.0,181,0.4,150,1.6606690720000188,2048
182,27634.0,18.0,182,0.4,150,1.6695931450012722,2048
183,27785.0,18.0,183,0.4,150,1.678907640001853,2048
184,27936.0,18.0,184,0.4,150,1.6878876800037688,2048
185,28087.0,18.0,185,0.4,150,1.6968698620039504,2048
186,28238.0,18.0,186,0.4,150,1.7057646040047985,2048
187,28389.0,18.0,187,0.4,150,1.7146506610006327,2048
188,28540.0,18.0,188,0.4,150,1.723584325001866,2048
189,28691.0,18.0,189,0.4,150,1.7324900820021867,2048
190,28842.0,18.0,190,0.4,150,1.741772277004202,2048
191,28993.0,18.0,191,0.4,150,1.750795272004325,2048
192,29144.0,18.0,192,0.4,150,1.7597819040020113,2048
193,29295.0,18.0,193,0.4,150,1.768795512005454,2048
194,29446.0,18.0,194,0.4,150,1.7778633760026423,2048
195,29597.0,18.0,195,0.4,150,1.786686733001261,2048
196,29748.0,18.0,196,0.4,150,1.7957111870055087,2048
197,29899.0,18.0,197,0.4,150,1.804739621002227,2048
198,30050.0,18.0,198,0.4,150,1.8136694230051944,2048
199,30201.0,18.0,199,0.4,150,1.8226613810038543,2048
200,30352.0,18.0,200,0.4,150,1.831645849000779,2048
201,30503.0,18.0,201,0.4,150,1.8405970680032624,2048
202,30654.0,18.0,202,0.4,150,1.849685090004641,2048
203,30805.0,18.0,203,0.4,150,1.858748573999037,2048
204,30956.0,18.0,204,0.4,150,1.867829590999463,2048
205,31107.0,18.0,205,0.4,150,1.876819819000957,2048
