,FEvals,Fitness,Iteration,Mutation Rate,Population Size,State,Time,max_iters
0,150,4.0,0,0.4,150,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",0.002476981004292611,2048
1,302,17.0,1,0.4,150,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",0.015520871005719528,2048
2,453,17.0,2,0.4,150,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",0.02860417299962137,2048
3,755,17.0,4,0.4,150,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",0.05058623399963835,2048
4,1360,18.0,8,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0.09098615200491622,2048
5,2568,18.0,16,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0.16708460800145986,2048
6,4984,18.0,32,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0.31433263700455427,2048
7,9816,18.0,64,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0.6038940050057136,2048
8,19480,18.0,128,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",1.1794954360011616,2048
9,31107,18.0,256,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",1.876819819000957,2048
10,31107,18.0,512,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",1.876819819000957,2048
11,31107,18.0,1024,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",1.876819819000957,2048
12,31107,18.0,2048,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",1.876819819000957,2048
