,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
106,2,401.0,904,0.4855150999999296,"[0.0, 3.0, 0.0, 2.0, 4.0, 4.0, 4.0, 3.0, 2.0, 2.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 2.0, 4.0, 4.0, 4.0]",False,300,0.75,2048
107,4,418.0,1507,0.8561922999999751,"[4.0, 4.0, 2.0, 4.0, 3.0, 3.0, 2.0, 4.0, 3.0, 1.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 3.0, 3.0]",False,300,0.75,2048
108,8,446.0,2712,1.572469700000056,"[4.0, 3.0, 2.0, 4.0, 3.0, 3.0, 4.0, 3.0, 2.0, 2.0, 0.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0]",False,300,0.75,2048
109,16,466.0,5124,2.9848970999998983,"[4.0, 4.0, 1.0, 4.0, 4.0, 3.0, 4.0, 4.0, 1.0, 1.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0]",False,300,0.75,2048
110,32,480.0,9946,5.740855199999942,"[4.0, 4.0, 0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 0.0, 1.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",False,300,0.75,2048
111,64,480.0,19578,11.314288900000065,"[4.0, 4.0, 0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 0.0, 1.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",False,300,0.75,2048
112,128,480.0,38842,22.974969999999985,"[4.0, 4.0, 0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 0.0, 1.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",False,300,0.75,2048
113,256,480.0,68942,40.80453140000009,"[4.0, 4.0, 0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 0.0, 1.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",False,300,0.75,2048
114,512,480.0,68942,40.80453140000009,"[4.0, 4.0, 0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 0.0, 1.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",False,300,0.75,2048
115,1024,480.0,68942,40.80453140000009,"[4.0, 4.0, 0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 0.0, 1.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",False,300,0.75,2048
116,2048,480.0,68942,40.80453140000009,"[4.0, 4.0, 0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 0.0, 1.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",False,300,0.75,2048
