,FEvals,Fitness,Iteration,Keep Percent,Population Size,Time,max_iters,use_fast_mimic
0,0.0,23.0,0,0.25,150,0.0004895920064882375,2048,False
1,2.0,28.0,1,0.25,150,0.6934737129995483,2048,False
2,4.0,32.0,2,0.25,150,1.3950159720043303,2048,False
3,6.0,33.0,3,0.25,150,2.119360226999561,2048,False
4,7.0,33.0,4,0.25,150,2.8121949240012327,2048,False
5,8.0,33.0,5,0.25,150,3.508863070004736,2048,False
6,10.0,34.0,6,0.25,150,4.193385398000828,2048,False
7,11.0,34.0,7,0.25,150,4.881471017004515,2048,False
8,12.0,34.0,8,0.25,150,5.5637070260054315,2048,False
9,14.0,36.0,9,0.25,150,6.325952413004416,2048,False
10,15.0,36.0,10,0.25,150,7.058266020001611,2048,False
11,16.0,36.0,11,0.25,150,7.762670923999394,2048,False
12,17.0,36.0,12,0.25,150,8.444232904003002,2048,False
13,18.0,36.0,13,0.25,150,9.1352871650015,2048,False
14,19.0,36.0,14,0.25,150,9.83303539299959,2048,False
15,20.0,36.0,15,0.25,150,10.537651309001376,2048,False
16,21.0,36.0,16,0.25,150,11.244771655001387,2048,False
17,22.0,36.0,17,0.25,150,11.954590056004236,2048,False
18,23.0,36.0,18,0.25,150,12.659944089005876,2048,False
19,24.0,36.0,19,0.25,150,13.366851621001842,2048,False
20,25.0,36.0,20,0.25,150,14.081885008003155,2048,False
21,26.0,36.0,21,0.25,150,14.793265207001241,2048,False
22,27.0,36.0,22,0.25,150,15.507146531002945,2048,False
23,28.0,36.0,23,0.25,150,16.220930219002184,2048,False
24,29.0,36.0,24,0.25,150,16.928594741999405,2048,False
25,30.0,36.0,25,0.25,150,17.63845159899938,2048,False
26,31.0,36.0,26,0.25,150,18.350945188001788,2048,False
27,32.0,36.0,27,0.25,150,19.060567760003323,2048,False
28,33.0,36.0,28,0.25,150,19.763735460001044,2048,False
29,34.0,36.0,29,0.25,150,20.47146307600633,2048,False
30,35.0,36.0,30,0.25,150,21.181804555999406,2048,False
31,36.0,36.0,31,0.25,150,21.906373931000417,2048,False
32,37.0,36.0,32,0.25,150,22.690305330004776,2048,False
33,38.0,36.0,33,0.25,150,23.409737239002425,2048,False
34,39.0,36.0,34,0.25,150,24.11335658600001,2048,False
35,40.0,36.0,35,0.25,150,24.82181710000441,2048,False
36,41.0,36.0,36,0.25,150,25.52818151700194,2048,False
37,42.0,36.0,37,0.25,150,26.24177453500306,2048,False
38,43.0,36.0,38,0.25,150,26.95220325000264,2048,False
39,44.0,36.0,39,0.25,150,27.65504154500377,2048,False
40,45.0,36.0,40,0.25,150,28.374328387006244,2048,False
41,46.0,36.0,41,0.25,150,29.11429531199974,2048,False
42,47.0,36.0,42,0.25,150,29.81835397100076,2048,False
43,48.0,36.0,43,0.25,150,30.519285669004603,2048,False
44,49.0,36.0,44,0.25,150,31.22749012800341,2048,False
45,50.0,36.0,45,0.25,150,31.930488912999863,2048,False
46,51.0,36.0,46,0.25,150,32.63529500600271,2048,False
47,52.0,36.0,47,0.25,150,33.336942878006084,2048,False
48,53.0,36.0,48,0.25,150,34.0418309020024,2048,False
49,54.0,36.0,49,0.25,150,34.74399056200491,2048,False
50,55.0,36.0,50,0.25,150,35.446424341003876,2048,False
51,56.0,36.0,51,0.25,150,36.15317545200378,2048,False
52,57.0,36.0,52,0.25,150,36.86567571600608,2048,False
53,58.0,36.0,53,0.25,150,37.57462652200047,2048,False
54,59.0,36.0,54,0.25,150,38.28008565000346,2048,False
55,60.0,36.0,55,0.25,150,38.998007361005875,2048,False
56,61.0,36.0,56,0.25,150,39.697497886001656,2048,False
57,62.0,36.0,57,0.25,150,40.40342590700311,2048,False
58,63.0,36.0,58,0.25,150,41.10913173300651,2048,False
59,64.0,36.0,59,0.25,150,41.8161865170041,2048,False
60,65.0,36.0,60,0.25,150,42.517912035000336,2048,False
61,66.0,36.0,61,0.25,150,43.22148057900631,2048,False
62,67.0,36.0,62,0.25,150,43.926154843000404,2048,False
63,68.0,36.0,63,0.25,150,44.63092312899971,2048,False
64,69.0,36.0,64,0.25,150,45.335633163005696,2048,False
65,70.0,36.0,65,0.25,150,46.08196675400541,2048,False
66,71.0,36.0,66,0.25,150,46.822681434001424,2048,False
67,72.0,36.0,67,0.25,150,47.52850901200145,2048,False
68,73.0,36.0,68,0.25,150,48.295106650999514,2048,False
69,74.0,36.0,69,0.25,150,49.0025161520025,2048,False
70,75.0,36.0,70,0.25,150,49.70420479799941,2048,False
71,76.0,36.0,71,0.25,150,50.46695595500205,2048,False
72,77.0,36.0,72,0.25,150,51.22703660300613,2048,False
73,78.0,36.0,73,0.25,150,51.94190041800175,2048,False
74,79.0,36.0,74,0.25,150,52.65876624399971,2048,False
75,80.0,36.0,75,0.25,150,53.42144536800333,2048,False
76,81.0,36.0,76,0.25,150,54.127374868003244,2048,False
77,82.0,36.0,77,0.25,150,54.83096811100404,2048,False
78,83.0,36.0,78,0.25,150,55.55798265799967,2048,False
79,84.0,36.0,79,0.25,150,56.26344294300361,2048,False
80,85.0,36.0,80,0.25,150,56.966916841003695,2048,False
81,86.0,36.0,81,0.25,150,57.66802776800614,2048,False
82,87.0,36.0,82,0.25,150,58.38302637000015,2048,False
83,88.0,36.0,83,0.25,150,59.09154722600215,2048,False
84,89.0,36.0,84,0.25,150,59.843788289006625,2048,False
85,90.0,36.0,85,0.25,150,60.55021809400205,2048,False
86,91.0,36.0,86,0.25,150,61.27100597900426,2048,False
87,92.0,36.0,87,0.25,150,61.99937730700185,2048,False
88,93.0,36.0,88,0.25,150,62.77808682300383,2048,False
89,94.0,36.0,89,0.25,150,63.482111705001444,2048,False
90,95.0,36.0,90,0.25,150,64.24093658100173,2048,False
91,96.0,36.0,91,0.25,150,65.02037001000281,2048,False
92,97.0,36.0,92,0.25,150,65.80044078200444,2048,False
