,FEvals,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,150.0,4.0,0,0.4,150,0.00939415099855978,2048
1,302.0,96.0,1,0.4,150,0.02923823099990841,2048
2,454.0,98.0,2,0.4,150,0.049511386001540814,2048
3,605.0,98.0,3,0.4,150,0.06953629999770783,2048
4,756.0,98.0,4,0.4,150,0.08562216100108344,2048
5,907.0,98.0,5,0.4,150,0.10625092199916253,2048
6,1058.0,98.0,6,0.4,150,0.12223569700290682,2048
7,1210.0,99.0,7,0.4,150,0.13793720900139306,2048
8,1362.0,101.0,8,0.4,150,0.15361133399710525,2048
9,1513.0,101.0,9,0.4,150,0.17422551199706504,2048
10,1664.0,101.0,10,0.4,150,0.19022888300241902,2048
11,1815.0,101.0,11,0.4,150,0.20620017599867424,2048
12,1967.0,102.0,12,0.4,150,0.22222365799825639,2048
13,2118.0,102.0,13,0.4,150,0.23775567099801265,2048
14,2269.0,102.0,14,0.4,150,0.2536725390018546,2048
15,2420.0,102.0,15,0.4,150,0.26956895899638766,2048
16,2572.0,103.0,16,0.4,150,0.2855938180000521,2048
17,2723.0,103.0,17,0.4,150,0.3063722950028023,2048
18,2875.0,104.0,18,0.4,150,0.3223572349961614,2048
19,3027.0,105.0,19,0.4,150,0.33845026700146263,2048
20,3179.0,106.0,20,0.4,150,0.3556678480017581,2048
21,3331.0,107.0,21,0.4,150,0.37315055199724156,2048
22,3483.0,109.0,22,0.4,150,0.39044525099598104,2048
23,3634.0,109.0,23,0.4,150,0.40802382500260137,2048
24,3785.0,109.0,24,0.4,150,0.42423907200281974,2048
25,3936.0,109.0,25,0.4,150,0.4404996309967828,2048
26,4087.0,109.0,26,0.4,150,0.4565382899963879,2048
27,4238.0,109.0,27,0.4,150,0.47257440900284564,2048
28,4389.0,109.0,28,0.4,150,0.48842802699800814,2048
29,4540.0,109.0,29,0.4,150,0.5043220959996688,2048
30,4692.0,110.0,30,0.4,150,0.5198192839961848,2048
31,4843.0,110.0,31,0.4,150,0.535651209000207,2048
32,4994.0,110.0,32,0.4,150,0.5512680570027442,2048
33,5146.0,114.0,33,0.4,150,0.5724048780029989,2048
34,5297.0,114.0,34,0.4,150,0.588479534999351,2048
35,5448.0,114.0,35,0.4,150,0.6045719480025582,2048
36,5599.0,114.0,36,0.4,150,0.620500605997222,2048
37,5750.0,114.0,37,0.4,150,0.6362495979992673,2048
38,5901.0,114.0,38,0.4,150,0.6517649469969911,2048
39,6052.0,114.0,39,0.4,150,0.667718293996586,2048
40,6203.0,114.0,40,0.4,150,0.6833214869984658,2048
41,6355.0,115.0,41,0.4,150,0.6988888690029853,2048
42,6506.0,115.0,42,0.4,150,0.7148192009990453,2048
43,6658.0,116.0,43,0.4,150,0.7304830040011439,2048
44,6810.0,118.0,44,0.4,150,0.7460896690026857,2048
45,6962.0,119.0,45,0.4,150,0.76169395299803,2048
46,7113.0,119.0,46,0.4,150,0.777442382001027,2048
47,7264.0,119.0,47,0.4,150,0.7932604419984273,2048
48,7416.0,121.0,48,0.4,150,0.808933647997037,2048
49,7567.0,121.0,49,0.4,150,0.8245236630027648,2048
50,7719.0,122.0,50,0.4,150,0.8401301159974537,2048
51,7870.0,122.0,51,0.4,150,0.8556528129993239,2048
52,8021.0,122.0,52,0.4,150,0.8713823489961214,2048
53,8172.0,122.0,53,0.4,150,0.8871693969995249,2048
54,8323.0,122.0,54,0.4,150,0.9030712210005731,2048
55,8474.0,122.0,55,0.4,150,0.9185038630021154,2048
56,8625.0,122.0,56,0.4,150,0.9341286619965103,2048
57,8776.0,122.0,57,0.4,150,0.9497861179988831,2048
58,8927.0,122.0,58,0.4,150,0.9652250729996013,2048
59,9078.0,122.0,59,0.4,150,0.9808853150025243,2048
60,9229.0,122.0,60,0.4,150,0.9963610940030776,2048
61,9380.0,122.0,61,0.4,150,1.0119672380023985,2048
62,9531.0,122.0,62,0.4,150,1.0273908359959023,2048
63,9682.0,122.0,63,0.4,150,1.0428958810007316,2048
64,9833.0,122.0,64,0.4,150,1.0587897000004887,2048
65,9984.0,122.0,65,0.4,150,1.0807500500013703,2048
66,10135.0,122.0,66,0.4,150,1.0966335859993706,2048
67,10286.0,122.0,67,0.4,150,1.1123711879990879,2048
68,10437.0,122.0,68,0.4,150,1.1282673500027158,2048
69,10588.0,122.0,69,0.4,150,1.1440172950024134,2048
70,10739.0,122.0,70,0.4,150,1.1599083559995051,2048
71,10890.0,122.0,71,0.4,150,1.1759039890021086,2048
