,FEvals,Fitness,Iteration,State,Temperature,Time,max_iters,schedule_current_value,schedule_decay,schedule_init_temp,schedule_min_temp,schedule_type
0,0,6.0,0,"[7, 4, 1, 6, 3, 3, 7, 7]",5,0.0005930900006205775,2048,4.999970196320339,0.99,5,0.001,geometric
1,2,5.0,1,"[7, 4, 1, 6, 1, 3, 7, 7]",5,0.006485493999207392,2048,4.9996741036569645,0.99,5,0.001,geometric
2,4,4.0,2,"[7, 4, 1, 6, 1, 3, 0, 7]",5,0.01211038300243672,2048,4.999391469951442,0.99,5,0.001,geometric
3,7,4.0,4,"[7, 7, 1, 6, 1, 3, 0, 7]",5,0.01759698599926196,2048,4.999115800093656,0.99,5,0.001,geometric
4,15,5.0,8,"[0, 7, 1, 6, 5, 3, 0, 2]",5,0.02425257499999134,2048,4.998781415898542,0.99,5,0.001,geometric
5,29,6.0,16,"[7, 6, 1, 1, 5, 3, 2, 2]",5,0.03335471799800871,2048,4.998324150319091,0.99,5,0.001,geometric
6,58,7.0,32,"[7, 6, 4, 7, 4, 4, 1, 3]",5,0.045946370002639014,2048,4.997691650762798,0.99,5,0.001,geometric
7,115,8.0,64,"[6, 5, 7, 5, 5, 5, 3, 1]",5,0.06906818100105738,2048,4.996530412281822,0.99,5,0.001,geometric
8,230,8.0,128,"[3, 6, 5, 4, 1, 3, 7, 4]",5,0.10895884699857561,2048,4.9945276318354646,0.99,5,0.001,geometric
9,427,3.0,256,"[7, 2, 5, 3, 0, 0, 3, 6]",5,0.1857585019970429,2048,4.990674031535216,0.99,5,0.001,geometric
10,538,0.0,512,"[5, 7, 1, 3, 0, 6, 4, 2]",5,0.2384397900023032,2048,4.988032345518867,0.99,5,0.001,geometric
11,538,0.0,1024,"[5, 7, 1, 3, 0, 6, 4, 2]",5,0.2384397900023032,2048,4.988032345518867,0.99,5,0.001,geometric
12,538,0.0,2048,"[5, 7, 1, 3, 0, 6, 4, 2]",5,0.2384397900023032,2048,4.988032345518867,0.99,5,0.001,geometric
