,FEvals,Fitness,Iteration,Keep Percent,Population Size,State,Time,max_iters,use_fast_mimic
0,150,6.0,0,0.25,150,"[7, 4, 1, 6, 3, 3, 7, 7]",0.033137774997157976,2048,False
1,302,3.0,1,0.25,150,"[7.0, 1.0, 7.0, 0.0, 2.0, 0.0, 5.0, 6.0]",0.10262622899608687,2048,False
2,454,1.0,2,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",0.17148471699329093,2048,False
3,756,1.0,4,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",0.3036901519953972,2048,False
4,1360,1.0,8,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",0.5640164180003922,2048,False
5,2568,1.0,16,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",1.0804314559936756,2048,False
6,4984,1.0,32,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",2.2638686270001926,2048,False
7,9816,1.0,64,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",4.614609908996499,2048,False
8,19480,1.0,128,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",8.710643291997258,2048,False
9,30654,1.0,256,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",13.566998423993937,2048,False
10,30654,1.0,512,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",13.566998423993937,2048,False
11,30654,1.0,1024,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",13.566998423993937,2048,False
12,30654,1.0,2048,0.25,150,"[5.0, 2.0, 6.0, 1.0, 3.0, 5.0, 0.0, 4.0]",13.566998423993937,2048,False
