,FEvals,Fitness,Iteration,Keep Percent,Population Size,State,Time,max_iters,use_fast_mimic
0,150,40.0,0,0.25,150,"[15, 4, 25, 22, 3, 19, 23, 7, 28, 25, 14, 23, 8, 25, 14, 10, 26, 8, 7, 6, 4, 16, 31, 7, 12, 0, 11, 23, 26, 6, 19, 28]",0.15628583099896787,2048,False
1,302,20.0,1,0.25,150,"[9.0, 3.0, 0.0, 18.0, 25.0, 9.0, 20.0, 26.0, 19.0, 5.0, 22.0, 28.0, 31.0, 3.0, 15.0, 2.0, 4.0, 27.0, 8.0, 5.0, 20.0, 2.0, 14.0, 11.0, 13.0, 8.0, 21.0, 11.0, 0.0, 10.0, 9.0, 24.0]",0.8598107249999885,2048,False
2,454,18.0,2,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",1.489929534996918,2048,False
3,756,18.0,4,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",2.714678135002032,2048,False
4,1360,18.0,8,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",5.281443988998944,2048,False
5,2568,18.0,16,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",10.275938063001377,2048,False
6,4984,18.0,32,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",20.18957740299811,2048,False
7,9816,18.0,64,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",40.08252665899636,2048,False
8,19480,18.0,128,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",79.52256433299772,2048,False
9,30654,18.0,256,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",125.11756699399848,2048,False
10,30654,18.0,512,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",125.11756699399848,2048,False
11,30654,18.0,1024,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",125.11756699399848,2048,False
12,30654,18.0,2048,0.25,150,"[18.0, 12.0, 18.0, 16.0, 8.0, 29.0, 1.0, 30.0, 14.0, 2.0, 20.0, 10.0, 13.0, 15.0, 5.0, 29.0, 13.0, 22.0, 27.0, 11.0, 3.0, 27.0, 3.0, 26.0, 9.0, 25.0, 14.0, 12.0, 10.0, 25.0, 8.0, 25.0]",125.11756699399848,2048,False
