,FEvals,Fitness,Iteration,State,Temperature,Time,max_iters,schedule_current_value,schedule_decay,schedule_init_temp,schedule_min_temp,schedule_type
0,0,40.0,0,"[15, 4, 25, 22, 3, 19, 23, 7, 28, 25, 14, 23, 8, 25, 14, 10, 26, 8, 7, 6, 4, 16, 31, 7, 12, 0, 11, 23, 26, 6, 19, 28]",5,0.0017739690010785125,2048,4.999910855873404,0.99,5,0.001,geometric
1,2,38.0,1,"[15, 4, 25, 22, 3, 19, 23, 7, 28, 25, 14, 23, 5, 25, 14, 10, 26, 8, 7, 6, 4, 16, 31, 7, 12, 0, 11, 23, 26, 6, 19, 28]",5,0.008341667999047786,2048,4.999580834746089,0.99,5,0.001,geometric
2,4,39.0,2,"[15, 4, 25, 22, 3, 19, 23, 7, 28, 25, 14, 23, 5, 25, 14, 10, 26, 8, 7, 6, 4, 16, 31, 7, 25, 0, 11, 23, 26, 6, 19, 28]",5,0.014466141001321375,2048,4.9992731049649235,0.99,5,0.001,geometric
3,8,40.0,4,"[15, 4, 24, 22, 3, 19, 23, 7, 28, 25, 14, 23, 5, 25, 14, 10, 28, 8, 7, 6, 4, 16, 31, 7, 25, 0, 11, 23, 26, 6, 19, 28]",5,0.022276894997048657,2048,4.99888067392532,0.99,5,0.001,geometric
4,15,35.0,8,"[15, 4, 24, 22, 3, 19, 23, 7, 28, 14, 14, 23, 5, 25, 14, 10, 28, 8, 7, 17, 4, 16, 31, 3, 25, 0, 11, 23, 26, 6, 19, 28]",5,0.0326098129953607,2048,4.998361570640118,0.99,5,0.001,geometric
5,31,39.0,16,"[22, 4, 24, 22, 3, 19, 23, 24, 28, 3, 14, 23, 5, 25, 14, 10, 28, 8, 7, 17, 4, 16, 31, 3, 25, 0, 11, 28, 7, 6, 19, 30]",5,0.050269100996956695,2048,4.997474531273711,0.99,5,0.001,geometric
6,62,29.0,32,"[22, 4, 24, 22, 3, 19, 23, 24, 28, 12, 14, 8, 30, 25, 29, 17, 4, 8, 7, 17, 22, 16, 31, 4, 25, 6, 27, 3, 7, 6, 19, 2]",5,0.08054117299616337,2048,4.995954308452225,0.99,5,0.001,geometric
7,119,26.0,64,"[21, 4, 24, 22, 28, 15, 23, 3, 28, 12, 15, 8, 10, 4, 13, 5, 6, 8, 29, 17, 22, 6, 15, 1, 25, 6, 9, 3, 25, 6, 11, 2]",5,0.13230661200213945,2048,4.993355789037362,0.99,5,0.001,geometric
8,234,25.0,128,"[12, 22, 12, 22, 5, 8, 20, 23, 28, 14, 0, 13, 24, 2, 9, 12, 12, 8, 3, 7, 0, 31, 15, 21, 30, 23, 27, 28, 8, 16, 11, 2]",5,0.233952335001959,2048,4.9882573129949375,0.99,5,0.001,geometric
9,433,12.0,256,"[22, 20, 8, 5, 21, 23, 17, 4, 31, 31, 27, 1, 25, 6, 15, 27, 24, 26, 13, 7, 18, 24, 29, 9, 11, 25, 28, 19, 2, 23, 0, 27]",5,0.4126988240022911,2048,4.979304141478557,0.99,5,0.001,geometric
10,744,7.0,512,"[22, 14, 27, 23, 21, 13, 1, 4, 2, 24, 31, 1, 15, 6, 26, 24, 5, 13, 16, 7, 0, 27, 29, 9, 11, 25, 17, 10, 3, 28, 31, 5]",5,0.7148567019976326,2048,4.964205986195986,0.99,5,0.001,geometric
11,1287,5.0,1024,"[27, 5, 14, 6, 21, 13, 1, 4, 2, 31, 20, 3, 30, 6, 10, 24, 29, 19, 16, 7, 0, 27, 11, 9, 11, 26, 3, 10, 18, 28, 8, 12]",5,1.327265799001907,2048,4.933745546761495,0.99,5,0.001,geometric
12,2350,2.0,2048,"[17, 30, 25, 6, 15, 13, 31, 4, 2, 14, 20, 3, 1, 28, 10, 0, 23, 23, 16, 7, 29, 12, 22, 5, 11, 27, 21, 26, 18, 0, 8, 24]",5,2.8422556739969878,2048,4.859192580102326,0.99,5,0.001,geometric
