,FEvals,Fitness,Iteration,Mutation Rate,Population Size,State,Time,max_iters
0,0,6.0,0,0.4,150,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",0.000220765003177803,2048
1,2,8.0,1,0.4,150,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",0.01070926299871644,2048
2,4,9.0,2,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
3,4,9.0,4,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
4,4,9.0,8,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
5,4,9.0,16,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
6,4,9.0,32,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
7,4,9.0,64,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
8,4,9.0,128,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
9,4,9.0,256,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
10,4,9.0,512,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
11,4,9.0,1024,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
12,4,9.0,2048,0.4,150,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.023142644997278694,2048
