,FEvals,Fitness,Iteration,Mutation Rate,Population Size,State,Time,max_iters
0,150,24.0,0,0.4,150,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",0.003412848003790714,2048
1,302,32.0,1,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1]",0.021442123004817404,2048
2,453,32.0,2,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1]",0.0354849940049462,2048
3,755,32.0,4,0.4,150,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1]",0.05939366200618679,2048
4,1361,34.0,8,0.4,150,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",0.10340324100252474,2048
5,2570,35.0,16,0.4,150,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0.1874183680047281,2048
6,4988,37.0,32,0.4,150,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3500305570050841,2048
7,9820,37.0,64,0.4,150,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6710872740004561,2048
8,19484,37.0,128,0.4,150,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.3077474030069425,2048
9,33376,37.0,256,0.4,150,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.2265824760033865,2048
10,33376,37.0,512,0.4,150,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.2265824760033865,2048
11,33376,37.0,1024,0.4,150,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.2265824760033865,2048
12,33376,37.0,2048,0.4,150,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.2265824760033865,2048
