,FEvals,Fitness,Iteration,Mutation Rate,Population Size,State,Time,max_iters
0,150,16.0,0,0.4,150,"[15, 4, 9, 6, 3, 3, 7, 7, 12, 9, 14, 7, 8, 9, 14, 10]",0.061759349999192636,2048
1,302,8.0,1,0.4,150,"[4, 9, 15, 0, 10, 0, 14, 10, 13, 2, 6, 12, 3, 9, 12, 5]",0.13343517999601318,2048
2,453,8.0,2,0.4,150,"[4, 9, 15, 0, 10, 0, 14, 10, 13, 2, 6, 12, 3, 9, 12, 5]",0.20432957199955126,2048
3,755,8.0,4,0.4,150,"[4, 9, 15, 0, 10, 0, 14, 10, 13, 2, 6, 12, 3, 9, 12, 5]",0.343317565995676,2048
4,1361,5.0,8,0.4,150,"[5, 5, 9, 1, 10, 6, 0, 15, 0, 4, 13, 10, 14, 2, 11, 3]",0.6646384299965575,2048
5,2569,5.0,16,0.4,150,"[5, 5, 9, 1, 10, 6, 0, 15, 0, 4, 13, 10, 14, 2, 11, 3]",1.3609337590023642,2048
6,4987,3.0,32,0.4,150,"[5, 12, 10, 3, 13, 6, 4, 2, 0, 11, 14, 7, 9, 7, 1, 14]",2.453722940001171,2048
7,9820,2.0,64,0.4,150,"[5, 1, 8, 10, 13, 6, 9, 15, 0, 0, 4, 7, 14, 3, 11, 4]",4.614467594998132,2048
8,13144,0.0,128,0.4,150,"[5, 1, 8, 10, 13, 6, 9, 15, 12, 0, 2, 7, 14, 3, 11, 4]",6.129625543995644,2048
9,13144,0.0,256,0.4,150,"[5, 1, 8, 10, 13, 6, 9, 15, 12, 0, 2, 7, 14, 3, 11, 4]",6.129625543995644,2048
10,13144,0.0,512,0.4,150,"[5, 1, 8, 10, 13, 6, 9, 15, 12, 0, 2, 7, 14, 3, 11, 4]",6.129625543995644,2048
11,13144,0.0,1024,0.4,150,"[5, 1, 8, 10, 13, 6, 9, 15, 12, 0, 2, 7, 14, 3, 11, 4]",6.129625543995644,2048
12,13144,0.0,2048,0.4,150,"[5, 1, 8, 10, 13, 6, 9, 15, 12, 0, 2, 7, 14, 3, 11, 4]",6.129625543995644,2048
