,FEvals,Fitness,Iteration,Keep Percent,Population Size,Time,max_iters,use_fast_mimic
0,150.0,8.0,0,0.25,150,0.011386755002604332,2048,False
1,302.0,15.0,1,0.25,150,4.071963864000281,2048,False
2,454.0,112.0,2,0.25,150,8.497306208999362,2048,False
3,605.0,112.0,3,0.25,150,12.845763699006056,2048,False
4,756.0,112.0,4,0.25,150,17.256799205002608,2048,False
5,907.0,112.0,5,0.25,150,21.82972325100127,2048,False
6,1059.0,115.0,6,0.25,150,26.152570329999435,2048,False
7,1211.0,116.0,7,0.25,150,30.620894201005285,2048,False
8,1363.0,118.0,8,0.25,150,34.92137840500072,2048,False
9,1515.0,119.0,9,0.25,150,39.20275969700015,2048,False
10,1667.0,120.0,10,0.25,150,43.508303469003295,2048,False
11,1818.0,120.0,11,0.25,150,47.85695650300477,2048,False
12,1970.0,123.0,12,0.25,150,52.23194698500447,2048,False
13,2121.0,123.0,13,0.25,150,56.49635651000426,2048,False
14,2272.0,123.0,14,0.25,150,61.07759538900427,2048,False
15,2423.0,123.0,15,0.25,150,65.54770566800289,2048,False
16,2574.0,123.0,16,0.25,150,70.02317977400526,2048,False
17,2725.0,123.0,17,0.25,150,74.51168282100116,2048,False
18,2876.0,123.0,18,0.25,150,78.88354161000461,2048,False
19,3027.0,123.0,19,0.25,150,83.50517863800633,2048,False
20,3178.0,123.0,20,0.25,150,87.99688209700253,2048,False
21,3329.0,123.0,21,0.25,150,92.598180039,2048,False
22,3480.0,123.0,22,0.25,150,97.09874337400106,2048,False
23,3631.0,123.0,23,0.25,150,101.70221085900266,2048,False
24,3782.0,123.0,24,0.25,150,106.38895155100181,2048,False
25,3933.0,123.0,25,0.25,150,110.97159669200482,2048,False
26,4084.0,123.0,26,0.25,150,115.79253732700454,2048,False
27,4235.0,123.0,27,0.25,150,120.28499490499962,2048,False
28,4386.0,123.0,28,0.25,150,124.85919586800446,2048,False
29,4537.0,123.0,29,0.25,150,129.5354803030059,2048,False
